,home_score,away_score,url,home_team,away_team,home_seed,away_seed,home_final_score,away_final_score
0,0,0,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
1,0,1,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
2,0,2,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
3,0,3,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
4,0,4,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
5,0,5,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
6,0,6,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
7,0,7,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
8,1,7,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
9,2,7,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
10,2,8,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
11,2,9,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
12,2,10,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
13,2,11,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
14,2,12,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
15,3,12,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
16,3,13,/teams/events/match_report/?EventGameId=AGpJic3JC7EPDCQzl7eM0tNhfS4vHcUOYptnj0KSWnk%3d,Steamboat,XIST,10,15,3,13
0,0,0,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
1,0,1,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
2,1,1,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
3,1,2,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
4,2,2,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
5,2,3,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
6,2,4,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
7,2,5,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
8,3,5,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
9,3,6,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
10,4,6,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
11,4,7,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
12,5,7,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
13,5,8,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
14,6,8,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
15,6,9,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
16,6,10,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
17,6,11,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
18,7,11,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
19,7,12,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
20,8,12,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
21,9,12,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
22,9,13,/teams/events/match_report/?EventGameId=T1Ly7fsEb892cyOmuRIm73rju63gUs7U3u5yO7Xt%2fIU%3d,Metro North,Birdfruit,4,16,9,13
0,0,0,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
1,0,1,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
2,0,2,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
3,1,2,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
4,2,2,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
5,3,2,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
6,3,3,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
7,4,3,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
8,5,3,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
9,5,4,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
10,5,5,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
11,6,5,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
12,6,6,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
13,7,6,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
14,7,7,/teams/events/match_report/?EventGameId=yFbAHIQcR%2bnR8YRMyKku66T%2bp8gUpqLjH8XeGTnKQvQ%3d,Wild Card,7 Figures,1,14,11,9
