,As,Ds,Gs,Opp Score,Opp Seed,Opponent,Score,Seed,Team,Ts,url
0,6,2,5,7,4,Sub Zero,15,2,Ring of Fire,2,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d
1,7,1,5,15,2,Ring of Fire,7,4,Sub Zero,9,/teams/events/match_report/?EventGameId=Qyse1%2f%2bRhQR4B4eMMCIFPYoql%2fnlvQrBAzmRK%2feIKHo%3d
0,0,0,0,0,2,Ring of Fire,0,4,Sub Zero,0,/teams/events/match_report/?EventGameId=bdsoeUHwf0sp%2f%2bh3HYpZwHRM6lODRfBQbUy1cNiJwP4%3d
1,0,0,0,0,4,Sub Zero,0,2,Ring of Fire,0,/teams/events/match_report/?EventGameId=bdsoeUHwf0sp%2f%2bh3HYpZwHRM6lODRfBQbUy1cNiJwP4%3d
0,0,0,0,13,6,DiG,10,5,Doublewide,0,/teams/events/match_report/?EventGameId=lRdgOWnG%2biW0QU%2bqx3xRtUmW6CF2sXfrEQnO85%2b9cD8%3d
1,0,0,0,10,5,Doublewide,13,6,DiG,0,/teams/events/match_report/?EventGameId=lRdgOWnG%2biW0QU%2bqx3xRtUmW6CF2sXfrEQnO85%2b9cD8%3d
0,0,0,0,15,3,PoNY,9,1,Truck Stop,0,/teams/events/match_report/?EventGameId=CRwjJcHiGtzrWQqz6dwMZuQx0BoQt2Pp1A%2fgSPo%2bUvk%3d
1,0,0,0,9,1,Truck Stop,15,3,PoNY,0,/teams/events/match_report/?EventGameId=CRwjJcHiGtzrWQqz6dwMZuQx0BoQt2Pp1A%2fgSPo%2bUvk%3d
0,8,2,8,12,1,Truck Stop,13,7,Pittsburgh Temper,5,/teams/events/match_report/?EventGameId=%2b7JQny2y1wPT0hHd70NX6YeZhD2OoEyDd0iH4IPz91w%3d
1,0,0,0,13,7,Pittsburgh Temper,12,1,Truck Stop,0,/teams/events/match_report/?EventGameId=%2b7JQny2y1wPT0hHd70NX6YeZhD2OoEyDd0iH4IPz91w%3d
